Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PECD Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Climate Year,SSP245_CMR5_2025,SSP245_CMR5_2026,SSP245_CMR5_2027,SSP245_CMR5_2028,SSP245_CMR5_2029,SSP245_CMR5_2030,SSP245_CMR5_2031,SSP245_CMR5_2032,SSP245_CMR5_2033,SSP245_CMR5_2034,SSP245_ECE3_2025,SSP245_ECE3_2026,SSP245_ECE3_2027,SSP245_ECE3_2028,SSP245_ECE3_2029,SSP245_ECE3_2030,SSP245_ECE3_2031,SSP245_ECE3_2032,SSP245_ECE3_2033,SSP245_ECE3_2034,SSP245_MEHR_2025,SSP245_MEHR_2026,SSP245_MEHR_2027,SSP245_MEHR_2028,SSP245_MEHR_2029,SSP245_MEHR_2030,SSP245_MEHR_2031,SSP245_MEHR_2032,SSP245_MEHR_2033,SSP245_MEHR_2034
10.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
